id,site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,ref_type,ref_type2,ref_title,ref_address,ref_author,ref_journal,doi,ref_institution,ref_institution2,ref_web,ref_year,ref_original
697,Cockburn Island,COCK,48.1,-56.841,-64.201,adelie penguin,5,2,2011,2010,15721,5,nests,vhr,article,NA,First global census of the Adélie Penguin,NA,"Heather J. Lynch ""Michelle A. LaRue""",The Auk,10.1642/AUK-14-31.1,NA,NA,http://dx.doi.org/10.1642/AUK-14-31.1,2014,"</sub>author [1] ""Heather J. Lynch""  ""Michelle A. LaRue""  </sub>doi [1] ""10.1642/AUK-14-31.1""  </sub>journal [1] ""The Auk""  </sub>number [1] ""4""  </sub>pages [1] ""457--466""  </sub>title [1] ""{First global census of the Ad&eacute;lie Penguin}""  </sub>volume [1] ""131""  </sub>year [1] ""2014""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1642/AUK-14-31.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2014global"" attr( ""dateobj"") [1] ""2014-01-01 CST"""
698,Coffer Island,COFF,48.2,-45.138,-60.742,chinstrap penguin,31,12,1983,1983,2100,4,nests,ground,article,NA,A survey of penguin breeding populations at the South Orkey Islands,NA,"Sally Poncet ""J&eacute;r&ocirc;me Poncet""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1985,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""71--81""  </sub>title [1] ""{A survey of penguin breeding populations at the South Orkey Islands}""  </sub>volume [1] ""68""  </sub>year [1] ""1985""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1985survey"" attr( ""dateobj"") [1] ""1985-01-01 CST"""
699,Coffer Island,COFF,48.2,-45.138,-60.742,chinstrap penguin,10,2,2020,2019,3000,5,nests,vhr,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
700,Cone Island,CONE,48.1,-69.153,-67.675,adelie penguin,9,2,1983,1982,3000,5,nests,ground,article,NA,Censuses of penguin populations of the Antarctic Peninsula 1983-1987,NA,"Sally Poncet ""J&eacute;r&ocirc;me Poncet""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1987,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""109--129""  </sub>title [1] ""{Censuses of penguin populations of the Antarctic Peninsula 1983-1987}""  </sub>volume [1] ""77""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1987censuses"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
701,Cone Island,CONE,48.1,-69.153,-67.675,adelie penguin,11,1,2013,2012,3051,1,nests,ground,article,NA,A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula,NA,"Paula Casanovas ""Ron Naveen"" ""Steve Forrest"" ""J&eacute;r&ocirc;me Poncet"" ""Heather J. Lynch""",Polar Biology,10.1007/s00300-015-1651-x,NA,NA,http://dx.doi.org/10.1007/s00300-015-1651-x,2015,"</sub>author [1] ""Paula Casanovas""  ""Ron Naveen""       ""Steve Forrest""    ""J&eacute;r&ocirc;me Poncet""    ""Heather J. Lynch""  </sub>doi [1] ""10.1007/s00300-015-1651-x""  </sub>journal [1] ""Polar Biology""  </sub>number [1] ""7""  </sub>pages [1] ""927--940""  </sub>title [1] ""{A comprehensive coastal seabird survey maps out the front lines of ecological change on the western Antarctic Peninsula}""  </sub>volume [1] ""38""  </sub>year [1] ""2015""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1007/s00300-015-1651-x""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""casanovas2015comprehensive"" attr( ""dateobj"") [1] ""2015-01-01 CST"""
702,Cone Island,CONE,48.1,-69.153,-67.675,chinstrap penguin,9,2,1983,1982,0,1,nests,ground,article,NA,Censuses of penguin populations of the Antarctic Peninsula 1983-1987,NA,"Sally Poncet ""J&eacute;r&ocirc;me Poncet""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1987,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""109--129""  </sub>title [1] ""{Censuses of penguin populations of the Antarctic Peninsula 1983-1987}""  </sub>volume [1] ""77""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1987censuses"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
703,Cone Island,CONE,48.1,-69.153,-67.675,chinstrap penguin,11,1,2013,2012,2,1,nests,ground,article,NA,Antarctic Site Inventory breeding bird survey data 1994-2013: Ecological Archives E094-243,NA,"Heather J. Lynch ""Ron Naveen"" ""Paula Casanovas""",Ecology,10.1890/13-1108.1,NA,NA,http://dx.doi.org/10.1890/13-1108.1,2013,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
704,Confusion Island,CONF,48.2,-45.636,-60.738,chinstrap penguin,13,2,1979,1978,7736,1,nests,ground,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
705,Cape Conway,CONW,48.1,-61.422,-62.842,chinstrap penguin,8,2,1987,1986,400,3,adults,offshore vessel,article,NA,Surveys of breeding Chinstrap penguins in the South Shetland Island Antarctica,NA,"W. D. Shuford ""Larry B. Spear""",British Antarctic Survey Bulletin,NA,NA,NA,NA,1988,"</sub>author [1] ""W. D. Shuford""  ""Larry B. Spear""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""19--30""  </sub>title [1] ""{Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica}""  </sub>volume [1] ""81""  </sub>year [1] ""1988""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""shuford1988surveys"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
706,Cape Conway,CONW,48.1,-61.422,-62.842,chinstrap penguin,31,1,2020,2019,0,1,chicks,ground,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
707,Cornwall Island,CORI,48.1,-59.709,-62.343,chinstrap penguin,NA,NA,1987,1987,110,3,nests,NA,Book,NA,The distribution and abundance of Antarctic and Subantarctic penguins,Cambridge United Kingdom,Eric J. Woehler </sub>publisher,NA,NA,Scientific Committee on Antarctic Research (SCAR),NA,NA,1993,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""Eric J. Woehler""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>title [1] ""{The distribution and abundance of Antarctic and Subantarctic penguins}""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""woehler1993distribution"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
708,Cornwall Island,CORI,48.1,-59.709,-62.343,chinstrap penguin,NA,NA,2019,2019,0,5,nests,vhr,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
709,Cormorant Island,CORM,48.1,-63.967,-64.794,adelie penguin,30,1,1980,1979,1093,1,chicks,ground,article,NA,Revised penguin numbers and distributions for Anvers Island Antarctica,NA,"D. F. Parmalee ""C. C. Rimmer""",British Antarctic Survey Bulletin,NA,NA,NA,"parmalee1987revised attr( ""dateobj"")",1987,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
710,Cormorant Island,CORM,48.1,-63.967,-64.794,adelie penguin,11,12,1979,1979,695,1,nests,ground,article,NA,Revised penguin numbers and distributions for Anvers Island Antarctica,NA,"D. F. Parmalee ""C. C. Rimmer""",British Antarctic Survey Bulletin,NA,NA,NA,"parmalee1987revised attr( ""dateobj"")",1987,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
711,Cormorant Island,CORM,48.1,-63.967,-64.794,adelie penguin,4,1,1981,1980,890,1,nests,ground,article,NA,Revised penguin numbers and distributions for Anvers Island Antarctica,NA,"D. F. Parmalee ""C. C. Rimmer""",British Antarctic Survey Bulletin,NA,NA,NA,"parmalee1987revised attr( ""dateobj"")",1987,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
712,Cormorant Island,CORM,48.1,-63.967,-64.794,adelie penguin,4,2,1981,1980,1052,1,chicks,ground,article,NA,Revised penguin numbers and distributions for Anvers Island Antarctica,NA,"D. F. Parmalee ""C. C. Rimmer""",British Antarctic Survey Bulletin,NA,NA,NA,"parmalee1987revised attr( ""dateobj"")",1987,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
713,Cormorant Island,CORM,48.1,-63.967,-64.794,adelie penguin,8,12,1982,1982,795,1,nests,ground,article,NA,Revised penguin numbers and distributions for Anvers Island Antarctica,NA,"D. F. Parmalee ""C. C. Rimmer""",British Antarctic Survey Bulletin,NA,NA,NA,"parmalee1987revised attr( ""dateobj"")",1987,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
714,Cormorant Island,CORM,48.1,-63.967,-64.794,adelie penguin,24,12,1983,1983,623,1,nests,ground,article,NA,Revised penguin numbers and distributions for Anvers Island Antarctica,NA,"D. F. Parmalee ""C. C. Rimmer""",British Antarctic Survey Bulletin,NA,NA,NA,"parmalee1987revised attr( ""dateobj"")",1987,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
715,Cormorant Island,CORM,48.1,-63.967,-64.794,adelie penguin,13,12,1984,1984,905,1,nests,ground,article,NA,Revised penguin numbers and distributions for Anvers Island Antarctica,NA,"D. F. Parmalee ""C. C. Rimmer""",British Antarctic Survey Bulletin,NA,NA,NA,"parmalee1987revised attr( ""dateobj"")",1987,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
716,Cormorant Island,CORM,48.1,-63.967,-64.794,adelie penguin,9,2,1986,1985,880,1,chicks,ground,article,NA,Observations of birds and marine mammals at Palmer Station November 1985 to November 1986,NA,"G. M. Heimark ""R. J. Heimark""",Antarctic Journal of the United States,NA,NA,NA,https://s3.amazonaws.com/Antarctica/AJUS/AJUSvXXIIIn3.pdf,1988,"</sub>author [1] ""G. M. Heimark"" ""R. J. Heimark""  </sub>journal [1] ""Antarctic Journal of the United States""  </sub>number [1] ""4""  </sub>pages [1] ""14--17""  </sub>title [1] ""{Observations of birds and marine mammals at Palmer Station November 1985 to November 1986}""  </sub>volume [1] ""23""  </sub>year [1] ""1988""  </sub>`bdsk-url-1` [1] ""https://s3.amazonaws.com/Antarctica/AJUS/AJUSvXXIIIn3.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""heimark1988observations"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
717,Cormorant Island,CORM,48.1,-63.967,-64.794,adelie penguin,2,12,1985,1985,872,1,nests,ground,article,NA,Revised penguin numbers and distributions for Anvers Island Antarctica,NA,"D. F. Parmalee ""C. C. Rimmer""",British Antarctic Survey Bulletin,NA,NA,NA,"parmalee1987revised attr( ""dateobj"")",1987,"</sub>author [1] ""D. F. Parmalee"" ""C. C. Rimmer""    </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""65--73""  </sub>title [1] ""{Revised penguin numbers and distributions for Anvers Island  Antarctica}""  </sub>volume [1] ""76""  </sub>year [1] ""1987""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""parmalee1987revised"" attr( ""dateobj"") [1] ""1987-01-01 CST"""
718,Cormorant Island,CORM,48.1,-63.967,-64.794,adelie penguin,17,12,1986,1986,693,1,nests,ground,article,NA,Observations of birds and marine mammals at Palmer Station November 1985 to November 1986,NA,"G. M. Heimark ""R. J. Heimark""",Antarctic Journal of the United States,NA,NA,NA,https://s3.amazonaws.com/Antarctica/AJUS/AJUSvXXIIIn3.pdf,1988,"</sub>author [1] ""G. M. Heimark"" ""R. J. Heimark""  </sub>journal [1] ""Antarctic Journal of the United States""  </sub>number [1] ""4""  </sub>pages [1] ""14--17""  </sub>title [1] ""{Observations of birds and marine mammals at Palmer Station November 1985 to November 1986}""  </sub>volume [1] ""23""  </sub>year [1] ""1988""  </sub>`bdsk-url-1` [1] ""https://s3.amazonaws.com/Antarctica/AJUS/AJUSvXXIIIn3.pdf""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""heimark1988observations"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
719,Cieslak Point (west),CPTW,48.1,-58.689,-62.012,chinstrap penguin,NA,NA,1980,1980,280,2,nests,ground,article,NA,Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981),NA,Bolesław JABŁOŃSKI,Polish Polar Research,NA,NA,NA,NA,1984,"</sub>author [1] ""Boles&lstrok;aw Jab&lstrok;oński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1--2""  </sub>pages [1] ""17--30""  </sub>title [1] ""{Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*)}""  </sub>volume [1] ""5""  </sub>year [1] ""1984""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""jablonski1984distributionking"" attr( ""dateobj"") [1] ""1984-01-01 CST"""
720,Cieslak Point (west),CPTW,48.1,-58.689,-62.012,chinstrap penguin,16,1,2006,2005,400,5,nests,vhr,article,NA,A global population assessment of the chinstrap penguin (Pygoscelis antarctica),NA,"Noah Strycker ""Michael Wethington"" ""Alex Borowicz"" ""Steve Forrest"" ""Chandi Witharana"" ""Tom Hart"" [7] ""Heather J. Lynch""",Scientific Reports,10.1038/s41598-020-76479-3,NA,NA,https://doi.org/10.1038/s41598-020-76479-3,2020,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
721,Crab Beach,CRAB,48.1,-55.17,-61.246,chinstrap penguin,18,1,1971,1970,4150,3,nests,ground,Book,NA,The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea,Cambridge United Kingdom,"J. P. Croxall ""E. D. Kirkwood"" </sub>isbn",British Antarctic Survey,NA,NA,NA,NA,1979,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""J. P. Croxall""  ""E. D. Kirkwood""  </sub>isbn [1] ""0856650714""  </sub>publisher [1] ""British Antarctic Survey""  </sub>title [1] ""{The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea}""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""croxall1979distribution"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
